Name,Preis,Links,Event
Schön schlafen auf dem Bauernhof,80 CHF,https://www.airbnb.ch/rooms/1140941849347033944?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742333533_P3J8ensrQ7M3Wg_e&previous_page_section_name=1000&federated_search_id=fdf09072-364c-426d-8160-14159c126a97,OLMA
1. Modernes Apartment 2 Min vom Bahnhof,150 CHF,https://www.airbnb.ch/rooms/3246527?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742333533_P3eC15dvvVTrvpHm&previous_page_section_name=1000&federated_search_id=fdf09072-364c-426d-8160-14159c126a97,OLMA
Haus zur Quelle,65 CHF,https://www.airbnb.ch/rooms/636608672961821195?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334894_P3uTEYQhWgQzUEbG&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Schön schlafen auf dem Bauernhof,80 CHF,https://www.airbnb.ch/rooms/1140941849347033944?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3huoFHZfs5R-Stp&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
spezielle Wohnung in Goldach,56 CHF,https://www.airbnb.ch/rooms/45526496?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3fWRnvoRz5Ez2An&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Schönes Toggenburger Bauernhaus,220 CHF,https://www.airbnb.ch/rooms/1100077443803929436?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3cRKRcnnYU8qeue&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Frisch Renovierte Wohnung,87 CHF,https://www.airbnb.ch/rooms/1378365051883699202?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3jCmKcK5HK4DyqJ&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
"Ruhig, City-und Naturnah, inkl. Parkplatz & Balkon",208 CHF,https://www.airbnb.ch/rooms/1280932025399837362?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3JtTn_1DLS2UhIG&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
St Gallen Ost G. I Olma I Zentral I Culture,375 CHF,https://www.airbnb.ch/rooms/1316578514861229469?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3yiQKJJCtz0LeoF&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Appenzeller Haus - nebelfreies Paradies,140 CHF,https://www.airbnb.ch/rooms/934119164310207886?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3T2S_eUYZE_v9aW&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Häuschen mitten in der Natur,130 CHF,https://www.airbnb.ch/rooms/995398820565705403?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3y4bT7utgOmXEj3&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Laddaswisshouse,94 CHF,https://www.airbnb.ch/rooms/1341331198167175328?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3xhq-c79YnwYQDW&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Familienfreundliches Haus am Bodensee,200 CHF,https://www.airbnb.ch/rooms/1166178175750668547?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3YaUD4v5A-PDFK3&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Einkaufszentrum Arena | Kybunpark |,94 CHF,https://www.airbnb.ch/rooms/1271657823442915813?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3QK847UEAT0K1QA&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Ferienhaus Sennastübli,90 CHF,https://www.airbnb.ch/rooms/856936169926329137?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3sm9PD0GwexX43i&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
EH Apartments Jupiter | Grand Suite | Zentral gelegen,240 CHF,https://www.airbnb.ch/rooms/808455393374400638?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P313yhI_T1CQaA6W&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
"Neue Wohnung am Waldrand, tolle Aussicht & zentral",84 CHF,https://www.airbnb.ch/rooms/709182313635067238?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3-bXCVJmm1ZhhYK&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Wunderschönes Studio inmitten der Natur,85 CHF,https://www.airbnb.ch/rooms/21207643?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334880_P3gMAYzSa0LWvQQN&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Stilvolles Studio Apartment bei der Messe Olma,195 CHF,https://www.airbnb.ch/rooms/1230147436883884784?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334881_P3u-vFxx5qwh-Mfa&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
"Ruhig, Gratis Parkplatz, Balkon & im 1. Stockwerk",208 CHF,https://www.airbnb.ch/rooms/1279050772829252627?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742334882_P3rkjAm3jMUomZ-z&previous_page_section_name=1000&federated_search_id=4bec5f22-559b-4edc-b55e-5c0068a5ac05,OLMA
Charmante Wohnung auf dem Lande und doch zentral,79 CHF,https://www.airbnb.ch/rooms/41261284?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336018_P3TaeTn4ElhqO84z&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
"Moderne, helle Ferienwohnung mit gratis Parkplatz",120 CHF,https://www.airbnb.ch/rooms/659216252477783109?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336006_P3iFRpQTlW8JegPl&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
"Zwei helle Zimmer, Küche und Bad",82 CHF,https://www.airbnb.ch/rooms/49139740?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1831447322&source_impression_id=p3_1742336009_P3jxi4AlSCTxSy2o&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Schöne Wohnung mit traumhafter Bergsicht,110 CHF,https://www.airbnb.ch/rooms/49337443?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3rYAaEwwuYnexlb&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Bungalow mit Traumaussicht LOMA BUENA VISTA,110 CHF,https://www.airbnb.ch/rooms/668625351086481944?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3iGBNgvuERV98ui&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
3 Zimmer Ferienwohnung am Bodensee W20,100 CHF,https://www.airbnb.ch/rooms/1370877567018800726?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3N5PyQxPWhR8bqv&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
TouchBed | Große 4-Zimmer-Wohnung im Obergeschoss,386 CHF,https://www.airbnb.ch/rooms/23339282?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3c5bhuTe8g3nFlF&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Die gesamte MIND the GAP Villa,500 CHF,https://www.airbnb.ch/rooms/1115260913127491417?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P32A-U7MPF4wIVQ2&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Ferienwohnung Rotenwies,130 CHF,https://www.airbnb.ch/rooms/47321225?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3y1bqPfSY7ugzQA&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Genieße den Seeblick von der Dachterrasse,158 CHF,https://www.airbnb.ch/rooms/3152222?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3MZvksUfzp2LA8d&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
"Attika 2,5 Zimmer möbliert Nähe HSG Universität",81 CHF,https://www.airbnb.ch/rooms/5555102?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3tpL8jgOdujd19_&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Gehobene Ferienwohnung im Appenzellerland,130 CHF,https://www.airbnb.ch/rooms/687472377147421886?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3Is8kvkktnYAOiN&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Top moderne Wohnung sehr zentral zur Messe,195 CHF,https://www.airbnb.ch/rooms/1230144744532404398?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336009_P3xCNwD8GmBkYuNV&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Yoli's Ferienwohnung,95 CHF,https://www.airbnb.ch/rooms/1057129252817589508?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336010_P3oA4Ukv0ECwDhUL&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
"Haus Erika, Hausteil",180 CHF,https://www.airbnb.ch/rooms/1202272228659486792?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336010_P3iKaotw7z8X5mB5&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Leimathof Wohnung Typ I (LZ),149 CHF,https://www.airbnb.ch/rooms/20826839?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336011_P3-yGTX37rL4c_aD&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Umweltfreundl. Rooftop Apart. St. Gallen Zentrum,210 CHF,https://www.airbnb.ch/rooms/638220511211963718?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336011_P3oC9NacvxXMCYKr&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
"Nachhaltig Wohnen im 1. Stock, gratis Parkplatz!",176 CHF,https://www.airbnb.ch/rooms/631007400205214375?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742336011_P3MABgjTmAk5BDRa&previous_page_section_name=1000&federated_search_id=6841e791-ef91-4e91-9851-4ac0a4e00415,OLMA
Mällis Heimetli,160 CHF,https://www.airbnb.ch/rooms/1293292708654676670?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337280_P3DybIrSfy7BoQDf&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Leimathof Attica,149 CHF,https://www.airbnb.ch/rooms/34164018?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337280_P304vYni3JzlJAS1&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
"Kleines, cooles Loft im schönen Appenzellerland",116 CHF,https://www.airbnb.ch/rooms/39167516?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337280_P3hcMQDw-4pPvMlF&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Loft in der Natur mit Gartenzugang und Sauna,169 CHF,https://www.airbnb.ch/rooms/53986478?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3CuCnvZWfmgdSGp&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Idyllische Übernachtung,90 CHF,https://www.airbnb.ch/rooms/917065164270199649?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3LaA1jzTzz8BnOW&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
"2,5 Zimmer in zentraler Top Lage bei der Messe",243 CHF,https://www.airbnb.ch/rooms/1230149755567202100?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P38qKh2uiCN3W8N3&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
"Nachhaltig Wohnen im 1. Stock, gratis Parkplatz!",176 CHF,https://www.airbnb.ch/rooms/631007400205214375?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P36ACM7nuYKK2aDq&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Gemütliche Ferienwohnung Hirschberg12 für 6 Gäste,110 CHF,https://www.airbnb.ch/rooms/8270306?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P36e7e3hXaCclGMA&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Paradies am Dreiländereck & Kostenlosem Parkplatz,111 CHF,https://www.airbnb.ch/rooms/756467183606961273?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3O1031LVZOxVjvP&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Penthouse Apartment mit 250m2 Terrasse,180 CHF,https://www.airbnb.ch/rooms/760714527705233713?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3BdvcwxlAYyNTB_&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Ruhiges Paradiesli mit Rheintal- und Alpsteinblick,60 CHF,https://www.airbnb.ch/rooms/34702005?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3cXnIHghJey4_wT&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
TouchBed | Budget-Studio,118 CHF,https://www.airbnb.ch/rooms/22469139?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3jVRibNyh3yHKXM&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Ferienwohnung Gapf Hundwil,140 CHF,https://www.airbnb.ch/rooms/1062260820143848495?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3CPJagreqm2LWS6&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
"Komplett neu renovierte, heimelige Ferienwohnung",80 CHF,https://www.airbnb.ch/rooms/609429723085683555?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337281_P3xzkP_eXyh7zk96&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Zentrale Stadtwohnung mit Terasse,118 CHF,https://www.airbnb.ch/rooms/42128949?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337282_P31M5ME6cowQvMxu&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Moderne Ruheoase auf entlegenem Hügel,147 CHF,https://www.airbnb.ch/rooms/752011886508070402?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337283_P3T3lyWeiernHD7n&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
"Queensize-Bett, Arbeitsplatz, gratis Parkplatz",218 CHF,https://www.airbnb.ch/rooms/1309616210634972262?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337283_P3qFDuB8sA9fBmBE&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
Chalet Wahida Wellness-Oase!,308 CHF,https://www.airbnb.ch/rooms/1254376218133370663?adults=1&check_in=2025-10-10&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742337283_P3qDOVgwZUFhc-PP&previous_page_section_name=1000&federated_search_id=4f3a7ee1-39cd-4c39-8f31-20671329dad5,OLMA
